,query,intent
3786,최소한 언제 배송되는지는 통보해야 하는 거 아닙니까 ?,6
3787,운송장 조회가 돼지 않네요 언 제쯤 배송될까요 ?,6
3788,아직 배송 전인가요 ?,6
3789,오늘 오전 내 주문시 당일 발송 가능한가요 ?,6
3790,어제 주문할 때 분명히 오전 중 결제 당일 발송 확인하고 주문한 건데 지금 이 시간까지 결제 완료 상태이면 언제 보내신다는 건가요 ?,6
3791,언제 배송되나요 ?,6
3792,몇일째 배송이 멈춰 있어요 언제 받을 수 있나요 ?,6
3793,이케아 아기의자 어 제 결제했는데요 언제 배송되나요 ?,6
3794,오늘 도착한다고 해서 구매했는데 왜 아직도 발송 준비 중인가요 ?,6
3795,대체 언제 받을 수 있는 건가요 ?,6
3796,지금 주문하였는데 금요일까진 받아볼 수 있을까요 ?,6
3797,주문 완료 제조일자 최근 걸로 배송해주세요 .  긍데 리플 10개 주문하면 캡형으로 보내주는 거 끝낫나요 ?,6
3798,언제 받을 수 있어요 ?,6
3799,언제 배송되나요 ?,6
3800,제품이 언제 출발하나요 ?,6
3801,블루 크래들 스윙 오늘 신청하면 바로 배송 가능한가요 ?,6
3802,월요일에 받아서 화요일에 입어야 되는 아직 발송을 안 하심 어떻게 하나요 ?,6
3803,월요일 출고 맞죠 ?,6
3804,선물용으로 구입이요 바로 선물할 껀데 파손되지 않게 꼭 신경 써주세요 이번 주 안에 최대한 빨리 받아봐야 하는데 배송 오늘 바로 해주시는 건가요 ?,6
3805,오늘 출고 예정이라고 지연 문자 받았는데 언제쯤 받을수 있을까요 ?,6
3806,아이성탄절 선물로 구입하는 거라 혹시 화요일 안으로 받을수 있을까요 ?,6
3807,9월 2일 주문했는데 언제쯤 배송 올까요 ?,6
3808,방금 결제했는데 언제 받을 수 있나요 ?,6
3809,언제 오나요 ?,6
3810,아이가 너무 기다리고 있어요 언제 배송되나요 ?,6
3811,가제 손수건 20장도 배송 됬죠 ?,6
3812,언제쯤 배송해주나요 ?,6
3813,50개 주문 넣었는데 발송이 언제쯤 될까요 ?,6
3814,수원 영통인데 오늘 주문 넣으면 언제 받을 수 있나요 ?,6
3815,일요일 써야 되는데 내일 배송 안 될까요 ?,6
3816,주문한 지 좀 된 것 같은데 아직도 준비 중인가요 언제 배송되는 건가요 ?,6
3817,상품평 작성했는데 모빌대언제 오나요 ?,6
3818,언제쯤 배송될까요 ?,6
3819,9월 17일에 주문하면 언제 받을 수 있을까요 ?,6
3820,7일 날 주문해서 13일 날 배송하신 다 더니 도대체 언제쯤 받을 수 있나요 ?,6
3821,배송조회해보니 배송 예약으로만 뜨는데요 .  언제 배송되나요 ?,6
3822,배송 송장 번소만 뜨고 언제 배송되는 건가요 ?,6
3823,배송이 언제 될까요 ?,6
3824,빨리 배송 부탁드려요오늘 결제했는데 언제쯤 받을 수 있을까요 ?,6
3825,스마일 책가방언제 배송합니까 ?,6
3826,아직 제품 못 받으셨나요 ?,6
3827,배송 언제 출발하나요 ?,6
3828,24갤93센티 15 키로 아기 사이즈 문의 드려요 그리고 핑크로 주문하고 싶은데 그럼 언제 받을수 있을까요 ?,6
3829,오늘 주문하면 언제 받을 수 있나요 ?,6
3830,배송 언제 되나요 ?,6
3831,당일 배송이라더니 언제 받을 수 있는 거져 ?,6
3832,언제 배송될까요 ?,6
3833,노원에서 멈춰 잇네요 어떻게 된 건가요 ?,6
3834,지금 주문했는데 언제 도착할까요 ?,6
3835,1일 날 주문했는데 오늘 배송되는 게 아닌가요 ?,6
3836,지금 주문하면 낼 받을수 잇겠죠 ?,6
3837,언제 출고되나요 ?,6
3838,아직 상품이 안 왔는데 언제 오나요 ?,6
3839,배송이 출발하긴 한 것인가요 ?,6
3840,저금요일에 시켰는데 상품 준비 중이신건가요 ?,6
3841,배송문의 드려요 언 제쯤 배송되나요 ?,6
3842,담주 월요일에 아이들에게 크리스마스 선물로 주려는데 언제 배송을 해준다는 거죠 ?,6
3843,언제쯤 받을 수 있나요 ?,6
3844,8일째 배송 준비 중 ? 물건배송안 합니까 ?,6
3845,사은품 빠지지 않게 보내주세요 빠른 배송 부탁드려요언제 출고되나요 ?,6
3846,오늘 주문했는데 빨리 받아볼수 있을까요 ?,6
3847,기저귀 언제쯤 받아보나요 ?,6
3848,택배가 움질 일 생각이 없나 봐요 .  장마 끝나고 오나요 ?,6
3849,택배 접수는 된 거죠 ?,6
3850,11일에 주문했는데 아직도 결제 완료에서 안 넘어가 있네요 언 제쯤 배송 시작되나요 ?,6
3851,13일 주문했는데 언제 받아볼 수 있을까요 ?,6
3852,언제 배송되어 언제 받나요 ?,6
3853,지금 주문하면 언제 발송 가능한가요 ?,6
3854,2월 말에 주문했어요 입고 후 검수하고 순차적으로 출고하믄도대체 언제 받을 수 있죠 ?,6
3855,배송문의 월요일 오전 중 주문 입금하면 언제쯤 받을 수 있어요 ?,6
3856,목요일에 꼭 필요한데 언제쯤 배송될까요 ?,6
3857,언제 배송되나요 ?,6
3858,배송일 지정일짜를 27일자로 해놨거든요 이번 달 꺼는 주문 후 바로 보내주시는 거 맞죠 ?,6
3859,보내드린 제품 확인하신 거 맞나요 ?,6
3860,언제 배송되나요 ?,6
3861,판매자님 구매자입니다 조금 빨리 받아볼수 있을까요 ?,6
3862,그러는데 최근 제조 일 껄루꼭 부탁해요 언제 발송되나요 ?,6
3863,17900원짜리 상품이 보이지 않는데 끝났나요 ?,6
3864,당장 필요한데 제가 지금 언제 주문했나요 ?,6
3865,"10 ,  9일에 주문했는데 언제 오나요 ?",6
3866,지금 결재했습니다 .  오늘 배송 출발되는 건가요 ?,6
3867,배송 언제 되나요 ?,6
3868,배송요주문하면 언제쯤 받아볼 수 있어요 ?,6
3869,주문했구요 언제 출고되나요 ?,6
3870,배송문의 언제 되나요 ?,6
3871,몇 시까지 주문 완료하면 당일 배송으로 나갈까요 ?,6
3872,언제 배송이 되나요 ?,6
3873,발송 안 해주시나요 ?,6
3874,9월 15일 주문했는데요 언제쯤 배송받을 수 있나요 ?,6
3875,아기 쓸꺼라 급한 대물티슈 이렇게 배송이 늦는 건 처음이네요 얼마나 기다려야 하나요 ?,6
3876,언제 배송되나요 ?,6
3877,화요일 출고라고 하셨는데 출고가 안 된 모양이네요 언제 받을 수 있나요 ?,6
3878,4시 전에 주문했는데 당일 발송하셨는지요 ?,6
3879,배송 언제 해주나요 ?,6
3880,주문하면 오늘 .  배송 가능한가요 ?,6
3881,아직도 배송 준비 중인데 언제 출고되요 ?,6
3882,제가 토요일 오전에 결제하면 토요일에 발송하시나요 ?,6
3883,토요일에 주문하면 월요일에 오나요 ?,6
3884,봄 상하복 세트 오리머스타드 5호 구매했는데 언제쯤 배송되요 ?,6
3885,주문했는데 오늘 발송될까요 ?,6
3886,도대체 언제 받을 수 있는 건가요 ?,6
3887,언제 출발할까요 ?,6
3888,오늘 주문하면 언제 받을 수 있을까요 ?,6
3889,당 최 언제 오나요 ?,6
3890,주문이요한 캔 남은 줄 알았는데 없네요 조금 전에 주문했는데 오늘 발송되나요 ?,6
3891,QNA 보니 배송이 늦는 거 같은데 빨리 오나요 ?,6
3892,어제 밤 결재했는데 오늘 배송되나요 ?,6
3893,언제 배송되나요 ?,6
3894,저기요 리필주문하면 캡형으로 교환 발송되는 거 진행 중인가요 ?,6
3895,배송 언제돼요 ?,6
3896,이미 배송해서 같이 묶음 배송은 늦었겠죠 ?,6
3897,배송 왜 케느린 가요 ?,6
3898,언제 받을 수 있는 건가요 ?,6
3899,얼집 보내려고 하는데 언제 오쥬 ?,6
3900,오늘은 출고되나 여 ?,6
3901,물건이 언제 오나요 ?,6
3902,발송언제쯤 하시나요 ?,6
3903,택배 파업으로 배송이 가능하긴 한가요 ?,6
3904,배송 언제 하나요 ?,6
3905,언제 오나요 ?,6
3906,추석 연휴 전 마지막 출고일과 주문 마감일은 언제인가요 ?,6
3907,방금 주문했는데 바로 배송 하나요 ?,6
3908,배송 예정일이 언제쯤 될까요 ?,6
3909,방금 주문 완료했어요 오늘 보내 주심 내일도착할까요 ?,6
3910,지난주 금요일 11시 좀 넘어서 결제했는데 아직도 배송 준비 중이네요 언제 배송 시작될까 ?,6
3911,하루 종일 배송 준비 중이네요 ?,6
3912,네오늘 배송 맞죠 ?,6
3913,기저귀 3박스는 받았는데 사은품은 못 받았어요 .  언제쯤 받을 수 있나요 ?,6
3914,방금 주문했는데 언제 출고될까요 ?,6
3915,어제 주문했고 당일 배송되어 있던 데 언제쯤 받아볼 수 있을까요 ?,6
3916,언제 보내주나요 ?,6
3917,지금 결제했는데 배송 출발 언제 될까요 ?,6
3918,8일 구입했는데 이거 왜 아직도 배송 준비 중이죠 ?,6
3919,왜 배송 완료일까요 ?,6
3920,일요일 결재했습니다 .  언제쯤 받아볼 수 있을까요 ?,6
3921,배송도 대체 언제 되나요 ?,6
3922,배송 중이라고 뜨고 물건은 아직 출발 안한 건가요 ?,6
3923,아직 상품 준비 중이던 데 언제 도착 하나요 ?,6
3924,오늘 오는 거 아니였나요 ?,6
3925,9월 11일에 주문한 기저귀가 아직도 배송 중이라고만 뜹니다 언제 도착하는 건가요 ?,6
3926,배송 준비 중인 이유가 재고가 없어서인가요 ?,6
3927,배송이요 그저께 입금했는데 어제 발송 안 하셨네요 ?,6
3928,추석 연휴 끝난 지가 언젠데 아직도 배송이 안 되나요 ?,6
3929,꼭 합배송해주세요 .  그리고 언제 배송 출발하나요 ?,6
3930,오리지널 주문했는데 언제 받을 수 있나요 ?,6
3931,언제 발송하나요 ?,6
3932,지금 주문했는데 화요일까지 받을수 있져 ?,6
3933,7월 19일 주문했는데 대체 언제 발송하실 껀가요 ?,6
3934,개유파워6 - 2지금 주문하면 언제 출발하나요 ?,6
3935,언제 배송되요 ?,6
3936,구매했는데 언제 배송될까요 ?,6
3937,오늘 주문했는데 출고가 늦어지거나 하지 않는 거죠 ?,6
3938,사장님 크리스마스까지 배송 가능할까요 ?,6
3939,추석 전 택배 마감은 언제인가요 ?,6
3940,오늘 주문했는데 언제 받을 수 있나요 ?,6
3941,화요일 생산 분주문했는데요오늘 오나요 ?,6
3942,언제 받을 수 있나요 내 일 받을 수 있나요 ?,6
3943,지금 주문하면 발송이 언제인가요 ?,6
3944,결제햇는데 언제쯤 배송될까요 ?,6
3945,배송 어제 주문했는데 금일 배송 하나요 ?,6
3946,토요일날도 배송될까요 ?,6
3947,라이팅 건전지 언제 오나요 ?,6
3948,배송은 언제쯤 가능할까요 ?,6
3949,어제부터 계속 배송 중이라 뜨는데 조회도 안 되고 아직 출고가 안 된 건가요 ?,6
3950,1월 5일에 주문했는데 대체 언제 도착 하나요 ?,6
3951,12시 전 주문했는데 오늘 출발하지요 ?,6
3952,대체배송은 언제 되나요 ?,6
3953,언제 오나요 ?,6
3954,6일 집화만 시켜놓고 배송 상태가 바뀌질 않내요어케된 건가요 ?,6
3955,어제 결제 완료했는데 아직도 배송 준비 중이네 여 ? 언제보내주실 껀지요 ?,6
3956,배송 언제 되나요 ?,6
3957,24일 날 출고됐다는 데 계속 멈춘 상태예요 어찐된 건가요 ?,6
3958,8시 50분경 주문햇는 대당일 출고됨 ?,6
3959,오늘 출고안 해주시네요 ?,6
3960,품절된 제품 취소하면 바로 보내주신다 해서 취소했는데 아직도 배송 준비 중이네요 언제쯤 출고되나요 ?,6
3961,언제 물건 오나요 ?,6
3962,언제 발송해주시나요 ?,6
3963,2일에 주문했는데 언제 받을 수 있을까용 ?,6
3964,오눌 주문하면 언제쯤 도착 하나요 ?,6
3965,13일 날 보내주신다고 해놓고 약속안 지키시는 판매자님 장사 안 하시나요 ?,6
3966,추석 전이라 미리 많이 주문한 것이라 되도록 이면 추석 전 가장 마지막 배송일이었으면 합니다 .  몇일까지 예약 배송 가능할까요 ?,6
3967,당일 출고될까요 ?,6
3968,5시 전 당일 발송이라 해서 주문했는데 오늘 발송되면 내일 받을 수 있는 거죠 ?,6
3969,당신이 조회해보라고 송장번호 올리지 말고 지금까지 안 온 게 말이 되나 ?,6
3970,언제 받을 수 있나요 ?,6
3971,20일 목요일 말씀이신가요 ?,6
3972,오늘 발송되나요 ?,6
3973,언제 배송되나요 ?,6
3974,오늘 발송되쥬 ?,6
3975,금요일 오후 주문이라 다음 주 중 받을 수 있을지 모르겠습니다 .  언제쯤 배송이 될까요 ?,6
3976,도대체 언제 도착 하나요 ?,6
3977,지금 주문하면 제조일은 언제 상품으로 출고되나유 ?,6
3978,언제 받을 수 있죠 ?,6
3979,배송 지연으로 뜨는데 언제쯤 발송될까요 ?,6
3980,배송 언제 되요 ?,6
3981,배송 언제 되나요 ?,6
3982,언제 배송되나요 ?,6
3983,지금 주문하면 오늘 발송되나요 ?,6
3984,언제 받을 수 있을까요 ?,6
3985,실출고된 것이 맞는지요 ?,6
3986,주문한 지 일주일 정도 되가는데 언제 발송되는 건가요 ?,6
3987,언제 배송될까요 ?,6
3988,먼저 보내고 언제 받아요 ?,6
3989,언제 오나요 ?,6
3990,어제 결제했는데 언제 배송되나요 ?,6
3991,언제쯤 배송하시나요 ?,6
3992,송장번호는 나왔는데 왜 조회가 안 되죠 ?,6
3993,2일 3일 안에 온다고 했는디 2일 3일 안에 온다고 했는데 시킨지가 4일이지나도 안 오네요 왜 안 오는 거죠 ?,6
3994,푸트라 2단계 배송 지연 중인가요 ?,6
3995,배송 언제쯤 될까요 ?,6
3996,언제 배송되요 ?,6
3997,다음날 택배 배송은 거짓말이죠 ?,6
3998,길게 오는 건 아니죠 ?,6
3999,언제 발송합니까 ?,6
4000,왜 배송이 안 되고 있는 거죠 ?,6
4001,출고 언제 되나요 ?,6
4002,급한데 언제 발송될까요 ?,6
4003,배송 계속 도척 2CP 여기밖에 배송조회가 안 되는데 안 옵니까 배송 ?,6
4004,언제쯤 배송되나요 ?,6
4005,"금요일에 주문했는데 아직 상품 준비 중이라고 떠서요 내 일배송 예정일이라고 적혀 있는데 ,  배송되는 거 맞니 ?",6
4006,24일 주문했는데 배송 언제 될까요 ?,6
4007,언제 받을 수 있을 런지 ?,6
4008,"넹 ,  뒷면 이 화이트로 부탁드려요 .  발송 얼마나 걸릴까요 ?",6
4009,어제 그렇게 통화하고 끊었으면 어제 만들어서 보내셔야지 순차 발송이라고 해놓고 또 언제 보내는 건데요 ?,6
4010,제분유케이스 배송되고 있는 거겠죠 ?,6
4011,배송 언제 되나요 ?,6
4012,배송이 안 되는 이유는 무엇인가요 ?,6
4013,배송오긴 오나요 ?,6
4014,언제쯤 받이 볼수 있나여 ?,6
4015,언제쯤 발송되나요 ?,6
4016,배송 관련 질문이요 오늘 주문하면 28일 배송 시작하는 건가요 ?,6
4017,5월 7일 1 - 3시 사이 주문 예정입니다 혹시 주문하면 언제쯤 받을수 있니 ?,6
4018,베이지 100주문했는데 언제쯤 오나요 ?,6
4019,배송 안 해주시나요 ?,6
4020,22일에 주문했는데 언제 도착 하나요 ?,6
4021,왜 오늘도 상품 준비 중이예요 ?,6
4022,9 . 2 토요일에 주문했는데 언제쯤 받을 수 있나요 ?,6
4023,9일 날 주문했어요 .  9일 날 주문했는데 물건 언제 받을 수 있나요 ?,6
4024,지금 주문하면 언제 배송되나여 ?,6
4025,배송이 언제쯤 될까요 ?,6
4026,오늘 주문하면 언제 출고되나 여 ?,6
4027,혹시 언제 발송될까요 ?,6
4028,오늘 배송된다고 문자 왔었는데 배송되는 건가요 ?,6
4029,방금 주문했어요 배송은 언제 되나요 ?,6
4030,연휴도 한참 전에 끝났는데 발송해 주실 생각을 안 하네요 ?,6
4031,12시02분 결제됐는데 오늘 배송 안 되나요 ?,6
4032,방금 오전 열시반에 주문했는데 당일 출고되나요 ?,6
4033,노래하는 엘사+안나 세트 구입했는데요 언제쯤 받을 수 있을까요 ?,6
4034,현재 주문했는데 여 언제 받아볼 수 있나요 ?,6
4035,오늘 출고되는 건가요 ?,6
4036,배송 언제쯤 될런지요 ?,6
4037,배송 언제 되나요 ?,6
4038,추석 연휴 택배 마감은 언제까지 인가요 ?,6
4039,오늘 결제하면 몇 일 받아볼 수 있나요 ?,6
4040,지금 주문하면 내일 받을수 있을까요 ?,6
4041,14일 오후에 구리 15일 오전 10시에도 구리네요 언제 옵니까 ?,6
4042,오늘 도착 예정이라 써 있었는데 배송 언제 될까요 ?,6
4043,물건 오늘은 발송되나요 ?,6
4044,배송 시작 언제 될까요 ?,6
4045,푸트라세이프 박스 2단계 오늘 주문했습니다 언제 받아볼 수 있나요 ?,6
4046,2단계 배송 언제 되나요 ?,6
4047,푸고 빨대리필 1번 빨대리필 주문했어요 이사 예정이라 최대한 빠른 배송 부탁드려요 언제 발송하시나요 ?,6
4048,배송이 어느 정도 걸리나요 ?,6
4049,오전에 주문했는데 배송 일자 알고 싶습니다 .  버튼식 몇 년형으로 배송되나요 ?,6
4050,6 . 29에 주문했는데 언제 출고되나요 ?,6
4051,목요일까진 받아야 되는데 배송 언제 되나요 ?,6
4052,배송 언제 되나요 ?,6
4053,언제 배송되는 거에요 ?,6
4054,월요일 아침에 주문했는데 언제쯤 받을 수 있을까요 ?,6
4055,배송 중이라고만 뜨고 며칠째 도착을 안 하네요 언제 배송 완료되나요 ?,6
4056,언제 배송 출발인가요 ?,6
4057,언제 받아볼 수 있나요 ?,6
4058,방금 주문했는데 오늘 배송 시작될까요 ?,6
4059,왜집하에 멈춰 잇는 거죠 ?,6
4060,"출고도 느리고 ,  배송도 한 곳에 며칠째 있는데 송장만 출력한 상태인지 뭔가요 ?",6
4061,도대체 언제 발송이 되는 거죠 ?,6
4062,도대체 언제 발송되요 ?,6
4063,"월요일 날 배송해주신다고 햇는데 ,  배송 중으로 떴네요 ,  집화처리까지 햇음 내일 올 수도 있겠는데요 ?",6
4064,그래도 배송되는 건가요 ?,6
4065,1팩은 어디 갔나요 ?,6
4066,낼은 조리원 퇴소라 못 받거든요 오늘도착하긴 하나요 ?,6
4067,배송 준비 중인데요 ?,6
4068,화이트 연지곤 지지방이 28CM 주문했는데 내일 출고되나요 ?,6
4069,언제 도착 가능할까요 ?,6
4070,아니 대체택배 사전달 언제까지 기다려야 하죠 ?,6
4071,10월 3일에 배송시켰는데 언제쯤 오는지 알 수 있을까요 ?,6
4072,배송문의요주문하고 입금 완료했는데 배송은 언제 되나요 ?,6
4073,언제 배송 시작 하나요 ?,6
4074,반팔 140 사이즈 배송 기간 알수잇을까요 ?,6
4075,빨리 받아야 하는데 언제 배송되나요 ?,6
4076,주문했는데 오늘 출고되 ?,6
4077,언제 배송 시작하죠 ?,6
4078,저희 껀 언제 출고인가요 ?,6
4079,결제했는데 언제 발송되나요 ?,6
4080,지금 주문하면 언제쯤 받을 수 있나요 ?,6
4081,11일에 주문했는데 아직도 대체 언제쯤 받을 수 있을까요 ?,6
4082,급해서 주문했는데 대체배송 언제 되나요 ?,6
4083,오늘 출고되는 거죠 ?,6
4084,언제쯤 배송되나요 ?,6
4085,방금 주문했는데요 출산 선물용이오니 불량 없는 최근 제조된 상품으로 파손되지 않게 꼼꼼한 포장 부탁드립니다 급한 상품이라 빨리 받아봤으면 하는데 언제 받아볼 수 있을까요 ?,6
4086,8월 4일에 주문했는데 17일 아직도 배송 중 안뜨네요 배송문의 드려도 답변도 없으시고 12일이 지나도 배송도 안 오고대체 머하시는 거죠 ?,6
4087,오늘 구매하면 토요일까지 배송되지요 ?,6
4088,배송이 멈춰 있는데 어찌된 일인가요 ?,6
4089,4월 3일에 결제했는데 언제 받아볼 수 있나요 ?,6
4090,상품은 배송 중이라고 뜨고 시스템에러라 상품이 품절이라 다시 취소하고 구입하라 하는데 통화를 해야 다른 상품으로 구입하던 지하죠 밤 8시에 문자만 달랑 보내놓고 일 처리를 어떻게 하는 겁니까 ?,6
4091,지난 토요일에 주문했구요 최대한 빨리 받고 싶은데 언제쯤 받을 수 있을까요 ?,6
4092,배송 언제 되나요 ?,6
4093,배송 언제되는 거예요 ?,6
4094,배송배송 안 하시나요 ?,6
4095,배송 언제 되나요 ?,6
4096,29일에 신청했는데 아직 배송조차 되어 있지 않는 거 같은데요 언제쯤 보내주실 껀가요 ?,6
4097,주문한 날부터 대여 기간으러 하는 건가요 ?,6
4098,일요일 날 주문했는데 아직도 배송 시작도 안 되어 있네요 ?,6
4099,오늘 주문하면 얼마나 걸릴까 여 ?,6
4100,아니 왜 언와요 ?,6
4101,빠른 배송 부탁드립니다 .  언제 배송이 가능한지요 ?,6
4102,구매했어요 축하 카드까지 부탁드릴게요 아그리고 금요일까지는 받을 수 있겠죠 ?,6
4103,11월 22일 배송 시작된 물건이 24일 저녁에도 안 오는 건 물건이 어디 있다는 뜻인가요 ?,6
4104,배송문의요오늘 주문했는데 언제쯤 배송될까요 ?,6
4105,지난주 금요일 오전에 주문했는데 아직 상품 준비 중이라고 뜨네요 .  발 송 아직도 안 됐나요 ?,6
4106,언제 출고되는지 .  정확히 알 수 있을까요 ?,6
4107,도대체 언제까지 발송 준비 중인 거죠 ?,6
4108,졸업사진을 아이가수요일에 찍는데 입고 가고 싶다 해서요 빠른 배송 부탁드립니다수고 하세요 ?,6
4109,무슨 물티슈 배송이 4일이 넘게 걸리나요 ?,6
4110,5단계 발송 오늘 해주신 다구 햇는데 아직 발송 전인가요 ?,6
4111,발송언 제쯤 발송이 언제쯤 될까요 ?,6
4112,이번 주 금요일 31일에 딸아 이 어린이집 발표회에 필요해서 갑자기 주문합니다목요일까지 도착 가능할까요 ?,6
4113,오늘 발송되면 언제 수령 가능할까요 ?,6
4114,오늘도착할 줄 알았는데 어떻게 된 건가요 ?,6
4115,왜 한 달 정도 됐는데 상품이 안 오죠 ?,6
4116,오늘 구매하면 배송은 어제쯤 가능한가요 ?,6
4117,오늘 도착 예정 아니네요 언제 오나요 ?,6
4118,배송은 언제 되나요 ?,6
4119,비타민 3000주문 언제 도착 할까 ?,6
4120,뭔놈에 배송이 이렇게 늦게 옵니까 ?,6
4121,어의 없음요 29일 출고 ?,6
4122,보내신 건가요 ?,6
4123,언제 배송되나요 ?,6
4124,언제 발송하시나요 ?,6
4125,배송제가 이번 주까지만 배송지 주소에 있는데 이번 주 안으로 물건받을 수 있는 건가요 ?,6
4126,혹시 오늘 결제하면 언제쯤 받을 수 있을까요 ?,6
4127,11일 구매하였는데 언제 옵니까 ?,6
4128,배송 출발했나요 ?,6
4129,추석 전에 받으려고 주문했는데 왜 이렇게 오래 걸려요 ?,6
4130,12월 1일에 주문했는데 대체 언제 오는 거죠 ?,6
4131,언제 받을 수 있나요 ?,6
4132,2학년 21일 이후 발송될 예정이라고 하셨는데 8월 21일 말씀하셨던 것인지요 ?,6
4133,배송 ? 어 제주문했는데 언제 배송되요 ?,6
4134,평균 배송일이 7일인데 공휴일이 있으니 제외하고 그럼 토요일 날 받아야 되는 거 아닌가요 ?,6
4135,방금 주문했습니다 .  오늘 출고해서 낼 받아볼수 있을까요 ?,6
4136,"저번에 구매하고 재구매했어요 .  추워져서 더 두꺼운 걸로 구입했는데 ,  언제쯤 발송될까요 ?",6
4137,주문한 지가 언제인데 일요일 날 주문해서 월요일 날 배송하더라도 빨간 날 중간에 있다 해도 어제 오늘까지도 도착 안 하는 게 말이 되나요 ?,6
4138,오늘 베이직 쇼파핑크 블루각 1개씩 구매했는데 언제쯤 받을 수 있나요 ?,6
4139,배송배송 언제 되나요 ?,6
4140,배송 얼마나 걸리나요 ?,6
4141,방금 주문했는데 배송이 언제 되나요 ?,6
4142,언제 출고되나 영 ?,6
4143,오늘 주문하면 독일 현지에서 16일부터 배송 시작되나요 ?,6
4144,착한 가격에 좋은 상품 진심 고맙습니다 대략 언제쯤 배송 가능할까요 ?,6
4145,크리스마스 선물 내야 해서요 그때까지 배송 가능한 거죠 ?,6
4146,언제 배송되나요 ?,6
4147,언제 배송되나요 ?,6
4148,두 개 주문했는데요배송이 언제 될까요 ?,6
4149,상품 배송 언제 되나요 ?,6
4150,어제 주문했는데 낼은 오나요 ?,6
4151,어제 오전 11시 전에 주문했는데 언제 발송되죠 ?,6
4152,외국으로 가지고 갈꺼라 포장 잘 부탁드려요 목요일까지는 받을 수 있을까요 ?,6
4153,내일 오전에 오실수 있져 ?,6
4154,주문하면 배송기간이 얼마나 걸리나요 ?,6
4155,지난주 금요일 결제했는 대대체 언제 배송되는 건가요 ?,6
4156,방금 결제했는데 당일 출고되나요 ?,6
4157,오늘 주문하면 언제 받을 수 있을까요 ?,6
4158,주문한 지 3일이 넘었는데 아직 배송 준비 중인 거죠 ?,6
4159,언제 받아볼 수 있나요 ?,6
4160,배송 언제 되요 ?,6
4161,배송 언제 되나요 ?,6
4162,오늘 구매하면 확실히 금요일에 받을수 있을까 ?,6
4163,오늘 주문하면 출고는 월요일인가요 ?,6
4164,주문하면 바로 오나요 ?,6
4165,헤어밴드 니삭스 주문했어요 아기 50일 셀프 촬영하려고 하는 거라 일주일 안엔 배송되겠죠 ?,6
4166,언제쯤 받아볼수 있을까요 ?,6
4167,출고는 언제 되나유 ?,6
4168,아이 어린이집 행사 때문에 급히 주문했는데 오늘 발송 가능한가요 ?,6
4169,혹시 상품 배송했습니까 ?,6
4170,아직도 집하중이라니요 언제 받을 수 있어요 ?,6
4171,9/25에 주문했는데 언제 오나요 ?,6
4172,다음주 21일 목요일 날 받을수 있게수요일날 보내줄수 있는지요 ?,6
4173,언제와요 ?,6
4174,급해서 주문한 건데 왜 계속 배송 준비 중인 건가요 ?,6
4175,언제 발송될까요 ?,6
4176,도대체 언제 보내주나요 ?,6
4177,발송하신 거 맞겠지요 ?,6
4178,두 개 더 넣어서 보내주시고요 빠른 배송 부탁드려요 오늘 배송해 주시나요 ?,6
4179,배송문의 주문한 지 좀 된 거 같은데 언제 배송되나요 ?,6
4180,주문했어요 출고 언제 되나요 ?,6
4181,10호 2벌11호1벌13호 4 벌 구매 예정입니다 .  오늘 바로 발송 가능할까요 ?,6
4182,배송 언제 오나요 ?,6
4183,출장 때문에 지정일 출고 부탁드려서 그렇게 해주신다고 월요일 배송이동 확인될 거라고 답글 주셨는데 배송 중으로 나오네요 ?,6
4184,발송한 거 맞나요 ?,6
4185,포맘스 주문하면 언제와요 ?,6
4186,이거 언제 출발하나요 ?,6
4187,사장님 지금 샀는데 내일 도착할까욤 ?  이게 제일 마음에 들어서 급박하게 구입합니다,6
4188,언제 배송되나요 ?,6
4189,교환 처리 너무 번거로워요 .  오늘 출고되쥬 ?,6
4190,배송 언제 할 껀데요 ?,6
4191,8월 30일 날 오전에 주문했는데 9월 1일 날 발송한 이유가 뭔가요 ?,6
4192,여기 물건만 배송이 안 오는 이유가 있지 않을까요 ?,6
4193,조금 전에 결제했는데요오후 1시 조금 못 되어서 결제했는데요오늘 배송해 주시는 거죠 ?,6
4194,벌써 도착하고도 남을 거 같은데 더 기다리면 올까요 ?,6
4195,언제 배송되나요 ?,6
4196,대체 언제 배송되나요 ?,6
4197,배송 언제 되나요 ?,6
4198,급하게 필요해서요배송 언제 되나요 ?,6
4199,언제 받을 수 있나요 ?,6
4200,배송 너무 느리네여 언제 배송되나 여 ?,6
4201,11일 날 금일 발송하신 다 그랬는데 언제 발송되나요 ?,6
4202,어제 주문했는데 배송이 언제 되나요 ?,6
4203,나머지 상품 한 개는 언제쯤 받아볼 수 있나요 ?,6
4204,오늘 바디워시 샴푸와 같이 주문했는데요 당일 발송되나요 ?,6
4205,발송 왜 안 되나요 ?,6
4206,언제 오나요 ?,6
4207,지금 구매하면 오늘 발송되나요 ?,6
4208,배송한 20분 전에 구매했는데요혹시 오늘 출고되나요 ?,6
4209,언제 배송되나 여 ?  너무 늦네요,6
4210,언제쯤 받아볼 수잇을까요 ?,6
4211,상품 언제 발송되나요 ?,6
4212,아직 도착안 했는데요 ?,6
4213,31일에 주문했는데 언제쯤 받을 수 있을까요 ?,6
